SA2_MAINCODE_2016,SA2_NAME_2016,POA_CODE_2016,POA_NAME_2016,RATIO,PERCENTAGE
406011130,Eyre Peninsula,5604,5604,0.0290635,2.9063523
406011130,Eyre Peninsula,5605,5605,0.2597262,25.9726239
406011130,Eyre Peninsula,5606,5606,0.0009227,0.0922662
406011130,Eyre Peninsula,5607,5607,0.4894664,48.9466408
406011130,Eyre Peninsula,5630,5630,0.0206059,2.0605873
406011130,Eyre Peninsula,5631,5631,0.1603875,16.0387525
406011130,Eyre Peninsula,5632,5632,0.0398278,3.982777
406011131,Kimba - Cleve - Franklin Harbour,5601,5601,0.0176966,1.7696621
406011131,Kimba - Cleve - Franklin Harbour,5602,5602,0.3192546,31.9254558
406011131,Kimba - Cleve - Franklin Harbour,5603,5603,0.1045305,10.4530515
406011131,Kimba - Cleve - Franklin Harbour,5633,5633,0.0044832,0.4483248
406011131,Kimba - Cleve - Franklin Harbour,5640,5640,0.2380841,23.8084077
406011131,Kimba - Cleve - Franklin Harbour,5641,5641,0.2390279,23.9027876
406011131,Kimba - Cleve - Franklin Harbour,5642,5642,0.0606418,6.0641832
406011131,Kimba - Cleve - Franklin Harbour,5650,5650,0.0162813,1.6281269
406011132,Le Hunte - Elliston,5607,5607,0.0785872,7.8587211
406011132,Le Hunte - Elliston,5633,5633,0.1324503,13.2450313
406011132,Le Hunte - Elliston,5650,5650,0.0472406,4.7240613
406011132,Le Hunte - Elliston,5651,5651,0.0331126,3.3112576
406011132,Le Hunte - Elliston,5652,5652,0.3196467,31.9646743
406011132,Le Hunte - Elliston,5653,5653,0.0339956,3.3995582
406011132,Le Hunte - Elliston,5654,5654,0.1064018,10.6401815
406011132,Le Hunte - Elliston,5670,5670,0.2172186,21.721857
406011132,Le Hunte - Elliston,5671,5671,0.0313466,3.1346576
406011133,Port Lincoln,5606,5606,0.9001851,90.0185139
406011133,Port Lincoln,5607,5607,0.0998149,9.9814861
406011134,West Coast (SA),5655,5655,0.0300709,3.0070915
406011134,West Coast (SA),5660,5660,0.013617,1.3617017
406011134,West Coast (SA),5661,5661,0.0434042,4.3404246
406011134,West Coast (SA),5671,5671,0.026383,2.6382984
406011134,West Coast (SA),5680,5680,0.6059574,60.5957448
406011134,West Coast (SA),5690,5690,0.2805674,28.056739
406011135,Western,5690,5690,1,100
406011136,Whyalla,5600,5600,0.2844184,28.4418388
406011136,Whyalla,5601,5601,0.011327,1.1327006
406011136,Whyalla,5608,5608,0.6144213,61.4421274
406011136,Whyalla,5609,5609,0.0898333,8.9833332
406011137,Whyalla - North,5601,5601,1,100
406021138,APY Lands,0872,0872,0.8762658,87.6265825
406021138,APY Lands,5724,5724,0.1237342,12.3734175
406021139,Coober Pedy,5723,5723,1,100
406021140,Quorn - Lake Gilles,5432,5432,0.020959,2.0959033
406021140,Quorn - Lake Gilles,5433,5433,0.5920927,59.2092722
406021140,Quorn - Lake Gilles,5434,5434,0.167196,16.7195994
406021140,Quorn - Lake Gilles,5600,5600,0.0009527,0.0952721
406021140,Quorn - Lake Gilles,5601,5601,0.0662115,6.6211505
406021140,Quorn - Lake Gilles,5700,5700,0.1343284,13.4328377
406021140,Quorn - Lake Gilles,5713,5713,0.004287,0.4286975
406021140,Quorn - Lake Gilles,5715,5715,0.0133375,1.3337524
406021140,Quorn - Lake Gilles,5717,5717,0.0006351,0.063514
406021141,Outback,5417,5417,0.0047342,0.4734195
406021141,Outback,5431,5431,0.000789,0.078904
406021141,Outback,5432,5432,0.0102574,1.0257355
406021141,Outback,5434,5434,0.0410297,4.1029707
406021141,Outback,5440,5440,0.0998119,9.9811927
406021141,Outback,5713,5713,0.0013808,0.1380828
406021141,Outback,5717,5717,0.0035507,0.3550716
406021141,Outback,5719,5719,0.011441,1.1440979
406021141,Outback,5720,5720,0.0737749,7.3774894
406021141,Outback,5722,5722,0.1258512,12.5851212
406021141,Outback,5723,5723,0.0951774,9.5177395
406021141,Outback,5724,5724,0.0587829,5.8782906
406021141,Outback,5730,5730,0.0374784,3.7478423
406021141,Outback,5731,5731,0.1988359,19.8835906
406021141,Outback,5732,5732,0.0840322,8.4032185
406021141,Outback,5733,5733,0.0923166,9.2316615
406021141,Outback,5734,5734,0.0607557,6.0755669
406021142,Port Augusta,5700,5700,0.8026267,80.2626738
406021142,Port Augusta,5710,5710,0.1973733,19.7373262
406021143,Roxby Downs,5725,5725,1,100
407011144,Goolwa - Port Elliot,5212,5212,0.1892842,18.9284172
407011144,Goolwa - Port Elliot,5213,5213,0.1049077,10.4907681
407011144,Goolwa - Port Elliot,5214,5214,0.7058081,70.5808147
407011145,Kangaroo Island,5220,5220,0.0319285,3.192848
407011145,Kangaroo Island,5221,5221,0.0581098,5.8109824
407011145,Kangaroo Island,5222,5222,0.1340998,13.4099765
407011145,Kangaroo Island,5223,5223,0.7758619,77.5861931
407011146,Strathalbyn,5153,5153,0.0049449,0.49449
407011146,Strathalbyn,5201,5201,0.0114439,1.1443911
407011146,Strathalbyn,5255,5255,0.9836112,98.361119
407011147,Strathalbyn Region,5157,5157,0.0519551,5.1955084
407011147,Strathalbyn Region,5172,5172,0.1121635,11.2163453
407011147,Strathalbyn Region,5201,5201,0.0251657,2.5165744
407011147,Strathalbyn Region,5210,5210,0.2320389,23.203888
407011147,Strathalbyn Region,5211,5211,0.0215126,2.151265
407011147,Strathalbyn Region,5214,5214,0.0696793,6.967934
407011147,Strathalbyn Region,5255,5255,0.3017183,30.1718315
407011147,Strathalbyn Region,5256,5256,0.1857665,18.5766533
407011148,Victor Harbor,5211,5211,1,100
407011149,Yankalilla,5174,5174,0.0041921,0.419214
407011149,Yankalilla,5202,5202,0.1521397,15.2139699
407011149,Yankalilla,5203,5203,0.2193886,21.9388587
407011149,Yankalilla,5204,5204,0.4937993,49.3799272
407011149,Yankalilla,5211,5211,0.1304803,13.0480302
407021150,Grant,5277,5277,0.0775743,7.7574339
407021150,Grant,5278,5278,0.0070836,0.708362
407021150,Grant,5291,5291,0.915342,91.5342041
407021151,Kingston - Robe,5264,5264,0.0008049,0.0804948
407021151,Kingston - Robe,5271,5271,0.0203917,2.0391744
407021151,Kingston - Robe,5272,5272,0.0096592,0.9659242
407021151,Kingston - Robe,5273,5273,0.0050979,0.5097933
407021151,Kingston - Robe,5275,5275,0.6536088,65.3608783
407021151,Kingston - Robe,5276,5276,0.3056077,30.5607729
407021151,Kingston - Robe,5280,5280,0.0048296,0.4829621
407021152,Millicent,5280,5280,1,100
407021154,Naracoorte,5271,5271,1,100
407021155,Naracoorte Region,5262,5262,0.1853918,18.5391816
407021155,Naracoorte Region,5271,5271,0.4326557,43.2655723
407021155,Naracoorte Region,5272,5272,0.33996,33.9960029
407021155,Naracoorte Region,5273,5273,0.0419924,4.1992432
407021156,Penola,5263,5263,0.0448286,4.4828626
407021156,Penola,5277,5277,0.7883446,78.834457
407021156,Penola,5278,5278,0.1549792,15.497922
407021156,Penola,5279,5279,0.0118476,1.1847584
407021157,Tatiara,5267,5267,0.2848025,28.4802461
407021157,Tatiara,5268,5268,0.5340426,53.4042567
407021157,Tatiara,5269,5269,0.0399695,3.9969538
407021157,Tatiara,5270,5270,0.0916413,9.1641346
407021157,Tatiara,5271,5271,0.0495441,4.9544084
407021158,Wattle Range,5276,5276,0.0104487,1.0448681
407021158,Wattle Range,5279,5279,0.1496619,14.9661879
407021158,Wattle Range,5280,5280,0.6370621,63.7062139
407021158,Wattle Range,5291,5291,0.2028273,20.2827302
407021173,Mount Gambier - East,5290,5290,0.890331,89.0330953
407021173,Mount Gambier - East,5291,5291,0.109669,10.9669047
407021174,Mount Gambier - West,5290,5290,0.8881832,88.8183208
407021174,Mount Gambier - West,5291,5291,0.1118168,11.1816792
407031159,Barmera,5330,5330,0.007379,0.7378959
407031159,Barmera,5342,5342,0.1729439,17.2943878
407031159,Barmera,5343,5343,0.0590315,5.9031528
407031159,Barmera,5344,5344,0.1498847,14.9884713
407031159,Barmera,5345,5345,0.5504996,55.0499581
407031159,Barmera,5346,5346,0.0602613,6.0261342
407031160,Berri,5343,5343,1,100
407031161,Karoonda - Lameroo,5301,5301,0.0701639,7.0163934
407031161,Karoonda - Lameroo,5302,5302,0.2796723,27.9672257
407031161,Karoonda - Lameroo,5303,5303,0.0681967,6.8196721
407031161,Karoonda - Lameroo,5304,5304,0.2459015,24.590152
407031161,Karoonda - Lameroo,5306,5306,0.0245902,2.4590164
407031161,Karoonda - Lameroo,5307,5307,0.1901639,19.0163923
407031161,Karoonda - Lameroo,5308,5308,0.0485246,4.8524593
407031161,Karoonda - Lameroo,5309,5309,0.052459,5.2459016
407031161,Karoonda - Lameroo,5310,5310,0.0144262,1.4426233
407031161,Karoonda - Lameroo,5354,5354,0.0059016,0.5901639
407031162,Loxton,5333,5333,1,100
407031163,Loxton Region,5304,5304,0.0206004,2.0600354
407031163,Loxton Region,5310,5310,0.0100059,1.0005886
407031163,Loxton Region,5311,5311,0.2424955,24.2495481
407031163,Loxton Region,5330,5330,0.0423779,4.2377876
407031163,Loxton Region,5331,5331,0.1877576,18.7757557
407031163,Loxton Region,5332,5332,0.2330783,23.3078306
407031163,Loxton Region,5333,5333,0.2636845,26.368454
407031164,Mannum,5235,5235,0.0228599,2.2859919
407031164,Mannum,5236,5236,0.0491245,4.9124506
407031164,Mannum,5237,5237,0.0590143,5.9014261
407031164,Mannum,5238,5238,0.6493191,64.9319074
407031164,Mannum,5244,5244,0.0087549,0.8754862
407031164,Mannum,5353,5353,0.1535344,15.3534397
407031164,Mannum,5354,5354,0.057393,5.7392981
407031165,Murray Bridge,5253,5253,0.9881744,98.8174434
407031165,Murray Bridge,5254,5254,0.0118256,1.1825566
407031166,Murray Bridge Region,5238,5238,0.017472,1.7472018
407031166,Murray Bridge Region,5253,5253,0.3166803,31.6680308
407031166,Murray Bridge Region,5254,5254,0.4960415,49.6041544
407031166,Murray Bridge Region,5255,5255,0.014196,1.4196012
407031166,Murray Bridge Region,5259,5259,0.1556101,15.5610119
407031167,Renmark,5341,5341,1,100
407031168,Renmark Region,5340,5340,0.2915452,29.1545206
407031168,Renmark Region,5341,5341,0.6289046,62.8904586
407031168,Renmark Region,5343,5343,0.0795502,7.9550208
407031169,The Coorong,5259,5259,0.1037544,10.3754379
407031169,The Coorong,5260,5260,0.3240244,32.4024392
407031169,The Coorong,5261,5261,0.0686147,6.8614729
407031169,The Coorong,5264,5264,0.2302572,23.0257241
407031169,The Coorong,5265,5265,0.0798964,7.9896408
407031169,The Coorong,5266,5266,0.1167005,11.6700528
407031169,The Coorong,5267,5267,0.0118365,1.1836503
407031169,The Coorong,5301,5301,0.0649158,6.491582
407031170,Waikerie,5311,5311,0.0018138,0.1813784
407031170,Waikerie,5320,5320,0.0999094,9.9909383
407031170,Waikerie,5321,5321,0.0817714,8.1771433
407031170,Waikerie,5322,5322,0.1503929,15.039295
407031170,Waikerie,5330,5330,0.4904776,49.0477607
407031170,Waikerie,5356,5356,0.1070132,10.7013237
407031170,Waikerie,5357,5357,0.063936,6.3935994
407031170,Waikerie,5374,5374,0.0046856,0.4685611
501011001,Augusta,6284,6284,0.3692278,36.9227771
501011001,Augusta,6285,6285,0.1073144,10.7314365
501011001,Augusta,6286,6286,0.1104544,11.0454413
501011001,Augusta,6288,6288,0.1023273,10.2327285
501011001,Augusta,6290,6290,0.3106762,31.0676165
501011002,Busselton,6280,6280,1,100
501011003,Busselton Region,6275,6275,0.0019457,0.194572
501011003,Busselton Region,6280,6280,0.1678179,16.7817879
501011003,Busselton Region,6281,6281,0.7000681,70.0068097
501011003,Busselton Region,6282,6282,0.1301683,13.0168305
501011004,Margaret River,6284,6284,0.0258808,2.5880752
501011004,Margaret River,6285,6285,0.9741192,97.4119248
501021005,Australind - Leschenault,6226,6226,0.0068186,0.6818579
501021005,Australind - Leschenault,6233,6233,0.9931814,99.3181421
501021007,Capel,6237,6237,0.3378171,33.7817104
501021007,Capel,6271,6271,0.6402767,64.0276664
501021007,Capel,6280,6280,0.0219062,2.1906232
501021008,College Grove - Carey Park,6230,6230,1,100
501021009,Collie,6225,6225,1,99.9999998
501021010,Dardanup,6227,6227,0.2541401,25.4140148
501021010,Dardanup,6228,6228,0.0538216,5.382165
501021010,Dardanup,6229,6229,0.0363057,3.6305728
501021010,Dardanup,6236,6236,0.6557325,65.5732475
501021011,Davenport,6230,6230,1,100
501021012,Eaton - Pelican Point,6230,6230,0.0739004,7.3900427
501021012,Eaton - Pelican Point,6232,6232,0.9260996,92.6099573
501021014,Harvey,6218,6218,0.0438607,4.3860672
501021014,Harvey,6220,6220,0.5203162,52.0316206
501021014,Harvey,6221,6221,0.0476456,4.7645552
501021014,Harvey,6223,6223,0.0240454,2.4045415
501021014,Harvey,6224,6224,0.1284648,12.8464847
501021014,Harvey,6226,6226,0.080374,8.0374022
501021014,Harvey,6233,6233,0.1552933,15.5293286
501021015,East Bunbury - Glen Iris,6229,6229,0.0116859,1.1685907
501021015,East Bunbury - Glen Iris,6230,6230,0.9883141,98.8314093
501021016,Waroona,6215,6215,1,99.9999998
501021251,Dalyellup,6230,6230,1,100
501021252,Gelorup - Stratham,6230,6230,0.7630348,76.3034758
501021252,Gelorup - Stratham,6237,6237,0.2369652,23.6965242
501021253,South Bunbury - Bunbury,6230,6230,1,100
501021254,Withers - Usher,6230,6230,1,100
501031017,Bridgetown - Boyup Brook,6225,6225,0.0099244,0.992439
501031017,Bridgetown - Boyup Brook,6243,6243,0.0088217,0.8821677
501031017,Bridgetown - Boyup Brook,6244,6244,0.2287335,22.8733491
501031017,Bridgetown - Boyup Brook,6254,6254,0.0789224,7.8922439
501031017,Bridgetown - Boyup Brook,6255,6255,0.6137366,61.3736594
501031017,Bridgetown - Boyup Brook,6256,6256,0.0598614,5.9861409
501031018,Donnybrook - Balingup,6225,6225,0.0291859,2.9185879
501031018,Donnybrook - Balingup,6239,6239,0.7491039,74.9103914
501031018,Donnybrook - Balingup,6240,6240,0.020652,2.0651984
501031018,Donnybrook - Balingup,6243,6243,0.0010241,0.102407
501031018,Donnybrook - Balingup,6251,6251,0.0648575,6.4857493
501031018,Donnybrook - Balingup,6252,6252,0.0261137,2.6113676
501031018,Donnybrook - Balingup,6253,6253,0.104284,10.4284009
501031018,Donnybrook - Balingup,6275,6275,0.004779,0.4778975
501031019,Manjimup,6258,6258,1,100
501031020,Pemberton,6258,6258,0.2027485,20.2748486
501031020,Pemberton,6260,6260,0.2822146,28.2214618
501031020,Pemberton,6262,6262,0.148576,14.8576002
501031020,Pemberton,6275,6275,0.2571201,25.7120107
501031020,Pemberton,6398,6398,0.1093408,10.9340785
502011021,Dawesville - Bouvard,6211,6211,1,100
502011022,Falcon - Wannanup,6210,6210,1,100
502011023,Greenfields,6210,6210,1,100
502011024,Halls Head - Erskine,6210,6210,1,100
502011025,Mandurah,6210,6210,1,100
502011026,Mandurah - East,6208,6208,0.6785775,67.857747
502011026,Mandurah - East,6209,6209,0.3214225,32.1422528
502011027,Mandurah - North,6180,6180,0.3058829,30.588294
502011027,Mandurah - North,6181,6181,0.0271307,2.7130691
502011027,Mandurah - North,6210,6210,0.6669864,66.6986369
502011028,Mandurah - South,6210,6210,1,100
502011029,Pinjarra,6207,6207,0.1066376,10.6637566
502011029,Pinjarra,6208,6208,0.8188722,81.8872152
502011029,Pinjarra,6209,6209,0.0096754,0.9675407
502011029,Pinjarra,6214,6214,0.0648149,6.4814871
503011030,City Beach,6015,6015,1,100
503011031,Claremont (WA),6010,6010,1,100
503011032,Cottesloe,6011,6011,1,100
503011033,Floreat,6014,6014,1,100
503011034,Mosman Park - Peppermint Grove,6011,6011,0.1588614,15.8861436
503011034,Mosman Park - Peppermint Grove,6012,6012,0.8411386,84.1138564
503011035,Nedlands - Dalkeith - Crawley,6009,6009,1,100
503011036,Swanbourne - Mount Claremont,6010,6010,1,99.9999998
503021037,Kings Park (WA),6005,6005,1,100
503021038,Mount Hawthorn - Leederville,6007,6007,0.2942328,29.4232808
503021038,Mount Hawthorn - Leederville,6016,6016,0.7057672,70.5767192
503021039,Mount Lawley - Inglewood,6050,6050,0.6568076,65.6807611
503021039,Mount Lawley - Inglewood,6052,6052,0.3431924,34.3192389
503021040,North Perth,6006,6006,0.9909246,99.0924564
503021040,North Perth,6050,6050,0.0090754,0.9075436
503021041,Perth City,6000,6000,0.3646093,36.4609317
503021041,Perth City,6003,6003,0.1116862,11.1686196
503021041,Perth City,6004,6004,0.3388281,33.8828078
503021041,Perth City,6005,6005,0.1798288,17.9828816
503021041,Perth City,6050,6050,0.0050476,0.5047593
503021042,Subiaco - Shenton Park,6008,6008,0.9143796,91.4379575
503021042,Subiaco - Shenton Park,6014,6014,0.0856204,8.5620425
503021043,Wembley - West Leederville - Glendalough,6007,6007,0.2225085,22.2508514
503021043,Wembley - West Leederville - Glendalough,6008,6008,0.0047616,0.4761638
503021043,Wembley - West Leederville - Glendalough,6014,6014,0.6322335,63.2233544
503021043,Wembley - West Leederville - Glendalough,6016,6016,0.1404963,14.0496304
504011044,Bassendean - Eden Hill - Ashfield,6054,6054,1,100
504011045,Bayswater - Embleton - Bedford,6052,6052,0.2368318,23.6831816
504011045,Bayswater - Embleton - Bedford,6053,6053,0.6289374,62.8937419
504011045,Bayswater - Embleton - Bedford,6062,6062,0.1342308,13.4230765
504011046,Maylands,6050,6050,0.0101671,1.0167088
504011046,Maylands,6051,6051,0.9898329,98.9832912
504011047,Morley,6059,6059,0.0048826,0.488255
504011047,Morley,6062,6062,0.9951174,99.511745
504011048,Noranda,6062,6062,1,100
504021049,Chidlow,6082,6082,0.0085016,0.8501594
504021049,Chidlow,6556,6556,0.4312433,43.1243281
504021049,Chidlow,6558,6558,0.5602551,56.0255118
504021050,Glen Forrest - Darlington,6070,6070,0.5173488,51.7348817
504021050,Glen Forrest - Darlington,6071,6071,0.4826512,48.2651183
504021051,Helena Valley - Koongamia,6056,6056,1,100
504021052,Malmalling - Reservoir,6074,6074,0.4545439,45.4543884
504021052,Malmalling - Reservoir,6556,6556,0.5454552,54.5455207
504021053,Mundaring,6072,6072,0.0696808,6.968076
504021053,Mundaring,6073,6073,0.235454,23.5454023
504021053,Mundaring,6074,6074,0.0770605,7.7060534
504021053,Mundaring,6081,6081,0.3709314,37.0931416
504021053,Mundaring,6082,6082,0.2468733,24.6873267
504021054,Swan View - Greenmount - Midvale,6056,6056,1,100
504031055,Avon Valley National Park,6084,6084,1,100
504031056,Ballajura,6066,6066,0.9980301,99.8030134
504031056,Ballajura,6067,6067,0.0019699,0.1969863
504031057,Beechboro,6055,6055,0.2062369,20.6236878
504031057,Beechboro,6063,6063,0.793542,79.3541954
504031057,Beechboro,6068,6068,0.0002212,0.0221169
504031058,Bullsbrook,6084,6084,1,100
504031059,Ellenbrook,6055,6055,0.1605881,16.0588142
504031059,Ellenbrook,6069,6069,0.8394119,83.9411858
504031060,Gidgegannup,6083,6083,1,100
504031061,Hazelmere - Guildford,6055,6055,1,99.9999988
504031062,Lockridge - Kiara,6054,6054,0.5000473,50.0047264
504031062,Lockridge - Kiara,6055,6055,0.4999527,49.9952736
504031063,Malaga,6090,6090,1,100
504031064,Melaleuca - Lexia,6079,6079,1,100
504031065,Middle Swan - Herne Hill,6056,6056,1,100
504031066,Midland - Guildford,6055,6055,0.187822,18.782196
504031066,Midland - Guildford,6056,6056,0.812178,81.217804
504031067,Stratton - Jane Brook,6056,6056,1,100
504031068,The Vines,6056,6056,0.0814867,8.1486719
504031068,The Vines,6069,6069,0.9185133,91.8513281
504031069,Walyunga National Park,6084,6084,1,100
505011070,Craigie - Beldon,6025,6025,0.5976742,59.767422
505011070,Craigie - Beldon,6027,6027,0.4023258,40.2325777
505011071,Currambine - Kinross,6028,6028,1,100
505011072,Duncraig,6023,6023,1,99.9999993
505011073,Greenwood - Warwick,6024,6024,1,100
505011074,Heathridge - Connolly,6027,6027,1,100
505011075,Hillarys,6025,6025,1,100
505011076,Iluka - Burns Beach,6028,6028,1,100
505011077,Joondalup - Edgewater,6027,6027,1,99.9999999
505011078,Kingsley,6026,6026,1,100
505011079,Mullaloo - Kallaroo,6025,6025,0.464717,46.4717022
505011079,Mullaloo - Kallaroo,6027,6027,0.535283,53.5282978
505011080,Ocean Reef,6027,6027,1,100
505011081,Padbury,6025,6025,1,100
505011082,Sorrento - Marmion,6020,6020,1,100
505011083,Woodvale,6026,6026,1,100
505021084,Balcatta - Hamersley,6021,6021,0.676507,67.6507023
505021084,Balcatta - Hamersley,6022,6022,0.323493,32.3492977
505021085,Balga - Mirrabooka,6061,6061,1,100
505021086,Dianella,6059,6059,0.9687668,96.8766845
505021086,Dianella,6061,6061,0.0312332,3.1233155
505021087,Herdsman,6017,6017,0.8333333,83.3333333
505021087,Herdsman,6018,6018,0.1666667,16.6666667
505021088,Innaloo - Doubleview,6018,6018,1,99.9999999
505021089,Karrinyup - Gwelup - Carine,6018,6018,0.6807923,68.0792345
505021089,Karrinyup - Gwelup - Carine,6020,6020,0.3192077,31.9207655
505021090,Nollamara - Westminster,6061,6061,1,100
505021091,Osborne Park Industrial,6017,6017,0.9999986,99.9998572
505021092,Scarborough,6019,6019,1,100
505021093,Stirling - Osborne Park,6017,6017,0.2974255,29.7425542
505021093,Stirling - Osborne Park,6021,6021,0.7025745,70.2574458
505021094,Trigg - North Beach - Watermans Bay,6019,6019,0.0063923,0.6392339
505021094,Trigg - North Beach - Watermans Bay,6020,6020,0.6223199,62.231988
505021094,Trigg - North Beach - Watermans Bay,6029,6029,0.3712878,37.1287781
505021095,Tuart Hill - Joondanna,6017,6017,0.0036074,0.3607394
505021095,Tuart Hill - Joondanna,6060,6060,0.9963926,99.6392606
505021096,Wembley Downs - Churchlands - Woodlands,6018,6018,0.5472254,54.7225352
505021096,Wembley Downs - Churchlands - Woodlands,6019,6019,0.4527746,45.2774647
505021097,Yokine - Coolbinia - Menora,6050,6050,0.2668364,26.6836414
505021097,Yokine - Coolbinia - Menora,6060,6060,0.7331636,73.3163586
505031098,Alexander Heights - Koondoola,6064,6064,1,100
505031099,Butler - Merriwa - Ridgewood,6030,6030,0.4336163,43.3616278
505031099,Butler - Merriwa - Ridgewood,6036,6036,0.5663837,56.6383722
505031100,Carramar,6031,6031,1,100
505031101,Clarkson,6030,6030,1,100
505031102,Girrawheen,6064,6064,1,100
505031103,Madeley - Darch - Landsdale,6065,6065,1,99.9999999
505031104,Marangaroo,6064,6064,1,100
505031105,Mindarie - Quinns Rocks - Jindalee,6030,6030,0.8654265,86.5426529
505031105,Mindarie - Quinns Rocks - Jindalee,6036,6036,0.1345735,13.4573471
505031106,Neerabup National Park,6031,6031,0.9999986,99.9998571
505031107,Tapping - Ashby - Sinagra,6065,6065,0.9139785,91.3978482
505031107,Tapping - Ashby - Sinagra,6077,6077,0.0226333,2.2633287
505031107,Tapping - Ashby - Sinagra,6078,6078,0.0633882,6.3388231
505031108,Wanneroo,6065,6065,0.955221,95.522096
505031108,Wanneroo,6077,6077,0.0436449,4.36449
505031108,Wanneroo,6079,6079,0.0011341,0.113414
505031255,Alkimos - Eglinton,6034,6034,0.2116476,21.1647567
505031255,Alkimos - Eglinton,6038,6038,0.7883524,78.8352433
505031256,Carabooda - Pinjar,6032,6032,0.2622281,26.2228118
505031256,Carabooda - Pinjar,6033,6033,0.5991846,59.9184639
505031256,Carabooda - Pinjar,6035,6035,0.0067937,0.6793707
505031256,Carabooda - Pinjar,6078,6078,0.1317935,13.1793536
505031257,Two Rocks,6037,6037,1,99.999999
505031258,Yanchep,6035,6035,1,100
506011110,Armadale - Wungong - Brookdale,6112,6112,1,100
506011111,Ashendon - Lesley,6111,6111,1,100
506011112,Camillo - Champion Lakes,6111,6111,1,100
506011113,Forrestdale - Harrisdale - Piara Waters,6112,6112,1,100
506011114,Kelmscott,6111,6111,0.9976197,99.7619731
506011114,Kelmscott,6112,6112,0.0023803,0.2380269
506011115,Mount Nasura - Mount Richon - Bedfordale,6112,6112,1,100
506011116,Roleystone,6111,6111,1,100
506011117,Seville Grove,6112,6112,1,100
506021118,Belmont - Ascot - Redcliffe,6104,6104,1,99.9999999
506021119,East Victoria Park - Carlisle,6101,6101,1,100
506021120,Kewdale Commercial,6105,6105,1,100
506021121,Perth Airport,6105,6105,0.9999982,99.9998214
506021122,Rivervale - Kewdale - Cloverdale,6103,6103,0.4097929,40.9792865
506021122,Rivervale - Kewdale - Cloverdale,6105,6105,0.5902071,59.0207135
506021123,Victoria Park - Lathlain - Burswood,6100,6100,1,100
506031124,Bentley - Wilson - St James,6102,6102,0.6817751,68.1775077
506031124,Bentley - Wilson - St James,6107,6107,0.3182249,31.8224923
506031125,Canning Vale - West,6155,6155,1,100
506031126,Canning Vale Commercial,6155,6155,1,100
506031127,Cannington - Queens Park,6107,6107,1,100
506031128,Parkwood - Ferndale - Lynwood,6147,6147,0.6851061,68.510614
506031128,Parkwood - Ferndale - Lynwood,6148,6148,0.3148939,31.489386
506031129,Riverton - Shelley - Rossmoyne,6148,6148,1,100
506031130,Welshpool,6106,6106,1,100
506031131,Willetton,6155,6155,1,100
506041132,Beckenham - Kenwick - Langford,6107,6107,0.699365,69.9365042
506041132,Beckenham - Kenwick - Langford,6147,6147,0.300635,30.0634958
506041133,Canning Vale - East,6155,6155,1,100
506041134,Gosnells,6110,6110,1,100
506041135,Huntingdale - Southern River,6110,6110,1,100
506041136,Maddington - Orange Grove - Martin,6109,6109,0.8875623,88.7562261
506041136,Maddington - Orange Grove - Martin,6110,6110,0.1124377,11.2437739
506041137,Thornlie,6108,6108,1,100
506051138,Forrestfield - Wattle Grove,6058,6058,0.68067,68.0669982
506051138,Forrestfield - Wattle Grove,6107,6107,0.31933,31.9329989
506051139,High Wycombe,6057,6057,1,100
506051140,Kalamunda - Maida Vale - Gooseberry Hill,6056,6056,0.0006043,0.0604311
506051140,Kalamunda - Maida Vale - Gooseberry Hill,6057,6057,0.3023568,30.2356779
506051140,Kalamunda - Maida Vale - Gooseberry Hill,6076,6076,0.6970389,69.703891
506051141,Lesmurdie - Bickley - Carmel,6076,6076,0.9977567,99.7756685
506051141,Lesmurdie - Bickley - Carmel,6111,6111,0.0022433,0.2243315
506061142,Byford,6122,6122,1,100
506061143,Mundijong,6121,6121,0.4666141,46.661406
506061143,Mundijong,6122,6122,0.2052092,20.5209219
506061143,Mundijong,6123,6123,0.2443567,24.435669
506061143,Mundijong,6124,6124,0.0083662,0.8366218
506061143,Mundijong,6125,6125,0.0754538,7.5453813
506061144,Serpentine - Jarrahdale,6124,6124,0.2556187,25.5618731
506061144,Serpentine - Jarrahdale,6125,6125,0.60227,60.2270046
506061144,Serpentine - Jarrahdale,6126,6126,0.1421112,14.2111222
506071145,Como,6152,6152,1,100
506071146,Manning - Waterford,6152,6152,1,100
506071147,South Perth - Kensington,6151,6151,1,100
507011148,Banjup,6164,6164,1,100
507011150,Bibra Industrial,6163,6163,1,100
507011151,Bibra Lake,6163,6163,1,100
507011152,Coogee,6166,6166,1,100
507011153,Coolbellup,6163,6163,1,100
507011154,Hamilton Hill,6163,6163,1,100
507011155,Henderson,6166,6166,1,100
507011158,North Coogee,6163,6163,1,100
507011159,South Lake - Cockburn Central,6163,6163,0.3780742,37.8074228
507011159,South Lake - Cockburn Central,6164,6164,0.6219258,62.1925772
507011160,Spearwood,6163,6163,0.9933702,99.3370238
507011160,Spearwood,6166,6166,0.0066298,0.6629762
507011161,Success - Hammond Park,6164,6164,1,100
507011163,Yangebup,6164,6164,1,100
507011259,Beeliar - Wattleup,6164,6164,0.9217761,92.177614
507011259,Beeliar - Wattleup,6166,6166,0.0782239,7.822386
507011260,Jandakot,6164,6164,1,99.9999992
507021164,East Fremantle,6158,6158,1,100
507021165,Fremantle,6159,6159,0.2241044,22.4104358
